"","countries","GEF6","GEF7","type","needs","OECD","gdpconstant2010us","amt_provided_developinginthousan","mobilizing_int_finflowsinusdthou","mobililizing_int_flows_coeff","MaxDomExp","LastDomExp","dom_exp","ln_domexp...12","gaps","avail_resources","expected_funding_gap","int_pob","incl","eval","inc_pob","type_exp","sources","domestice_sources","international_sources","report_dom_exp","report_funding_gaps","prepare_fin_plans","countrycode","accesstocleanfuelsandtechnologie","adjustednetenrollmentrateprimary","adjustednetsavingsincludingparti","adjustedsavingscarbondioxidedama","adjustedsavingsenergydepletionof","adjustedsavingsmineraldepletiono","adjustedsavingsnaturalresourcesd","adjustedsavingsnetforestdepletio","adjustedsavingsnetnationalsaving","renewableelectricityoutputoftota","terrestrialandmarineprotectedare","terrestrialprotectedareasoftotal","totalfisheriesproductionmetricto","totalnaturalresourcesrentsofgdp","agriculturallandoflandarea","agriculturalmethaneemissionsofto","agriculturalnitrousoxideemission","agricultureforestryandfishingval","alternativeandnuclearenergyoftot","birdspeciesthreatened","capturefisheriesproductionmetric","CO2_Ems","coalrentsofgdp","droughtsfloodsextremetemperature","fertilizerconsumptionkilogramspe","fishspeciesthreatened","forestrentsofgdp","GDPgrowth","gdpperunitofenergyusepppperkgofo","mammalspeciesthreatened","mineralrentsofgdp","nitrousoxideemissionsinenergysec","oilrentsofgdp","permanentcroplandoflandarea","plantspecieshigherthreatened","Pollution_Expo","povertyheadcountratioatnationalp","refugeepopulationbycountryorterr","urbanpopulationgrowthannual","controlofcorruptionestimate","governmenteffectivenessestimate","politicalstabilityandabsenceofvi","regulatoryqualityestimate","ruleoflawestimate","voiceandaccountabilityestimate","populationgrowthannual","populationtotal","cbd_region","dev","broad_region","biofin","ln_needs","ln_domexp...80","ln_Avail_resources","ThSpecies_Biofin","average_crs","ln_averagecrs","domexp_thousand","lndomexp_thousand","new_avgcrs","ln_newavgcrs","average_agriculture_land","average_agriffvaluegdp","average_aquaculture_productionme","average_arable_land","average_co2emmkt","average_forestarealandarea","average_forestareasqkm","average_gnipercapita","landareasqkm","average_permanentcropland","average_population_density","average_renewable_energy_conspto","_merge","id","Threatened_Species","lnGDP","ln_renewable_output","Aid_GDP","lnAid_GDP","ln_AgriFF","newneeds","GDP_CO2","ln_CO2_Ems","Gov","lnpop","agri_pop","ln_average_co2emmkt","GDP_averageco2emskt","yhat_extrapdomexp","extrapolate_domexp","manual_extrapdomexp","lnmanual_extrapdomexp","yhat_method1","extrap_needs_method1","yhat_method2","extrap_needsII","ln_newneeds","pc1","pc2","pc3","pc4","pca","Needs_prob","Index_dcq","new_domexp","ln_newdomexp","new_domexp_max","ln_newdomexp_max","new_domexp_last","ln_newdomexp_last","new_needs","constant","ln_gef6","ln_gef7"
"136","Mongolia",8072183.77,8713152,"Developing",NA,0,9.4e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MNG",35.6364,97.4572,5.62942,6.46404,5.22948,10.1929,15.4224,0,22.9066,0.793905,17.6103,17.6093,101.091,31.601,72.969,87.357,92.5793,1.2e+09,0.043384,24,101.091,0.769926,9.2947,2.56134,23.8679,2,0.332117,7.51882,5.45542,11,20.1742,2.98193,1.79994,0.002224,0,65.1671,29.9167,7.33333,2.44579,-0.568697,-0.462391,0.65517,-0.236676,-0.320158,0.205801,1.74609,2800000,NA,1,"Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1100000,14.0496,NA,0.409324,18637.7,8.07096,125387,3280.2,1600000,0.002224,1.82875,3.88578,"using only (2)",130,35,22.96167,-0.2307914,NA,NA,20.90256,NA,17.6788,-0.2614603,-0.4388356,14.85969,161.6523,9.832943,225.7808,14.66289,2333520,2333520,14.66289,15.18489,3932924,15.05839,3465594,NA,3.293795,-1.997218,0.0828391,-1.41848,34.96094,0,17,NA,NA,NA,NA,NA,NA,NA,1,15.9039346071093,15.9803441662581
"137","Montenegro",7895482.12,NA,"Trans_Countries",NA,0,4.3e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MNE",65.3455,95.4346,NA,1.4424,0.095637,0.13425,0.229887,0,-6.95526,58.2604,3.6528,5.62047,2196.94,0.974108,30.6445,NA,NA,3.4e+08,15.116,13,1497.21,0.283592,0.331,0.012174,113.577,32,0.359204,3.17589,7.68485,6,0.283903,NA,0,0.897736,3,0.649635,24.425,9527,0.618196,-0.071028,0.171687,0.137427,0.247801,0.047903,0.116831,0.036605,622198,NA,2,"Europe",0,NA,NA,NA,0,43.9957,3.784092,NA,NA,4.4e+07,17.5996,4121.68,7.73865,699.727,8.41656,2350.95,58.7699,7904.55,7105.55,13450,0.897736,46.0879,45.1235,"matched (3)",131,19,22.18188,4.064923,0.0102316,-4.582278,19.64446,NA,6.290604,-1.260219,0.2797183,13.34101,NA,7.762577,172.1886,16.2076,10900000,10900000,16.2076,16.51889,14900000,15.82687,7473499,NA,-0.5728733,0.4303836,-0.8139302,-1.081889,16.96169,0,7,NA,NA,NA,NA,NA,NA,NA,1,15.8818012703052,NA
"138","Morocco",13975247.97,NA,"Developing",364380,0,1e+11,0,NA,NA,371512,229022.447981253,293567,19.4976164505674,1e+06,1400000,1e+06,0,2,1,1,0,5,0,116147,NA,NA,NA,"MAR",95.6536,92.3516,21.6196,1.57809,0.01685,0.210731,0.396081,0.168499,18.8381,11.0106,18.48,30.7884,1200000,2.66207,67.7797,49.928,78.8143,1.3e+10,1.28943,18,1200000,0.265284,1.1e-05,0.075713,59.97,54,0.219266,4.09611,12.1845,18,2.42387,8.24269,0.014378,2.73562,52,9.16858,6.85,2083.31,2.24601,-0.194324,-0.129126,-0.361234,-0.201428,-0.122608,-0.654699,1.32729,3.5e+07,NA,1,"Africa",0,12.80595,12.58986,14.14407,0,1130.34,7.030278,2.94e+08,19.49762,1.13e+09,20.84579,302501,12.4914,950.329,17.9905,55377.4,12.5643,56074.5,2926.92,446300,2.73562,74.6496,13.8745,"matched (3)",132,36,25.32844,2.398859,0.0113034,-4.482648,23.28822,3.64e+08,6.719229,-1.326954,-0.4081735,17.37086,104.6094,10.92193,276.6353,18.16375,77300000,2.94e+08,19.49762,19.75383,3.79e+08,19.06964,1.91e+08,19.7137078371018,0.4728709,-0.8375084,1.296901,-0.1368365,36.79543,1,17,293567000,19.4976164505674,371512000,19.7330917230809,229022447.981253,19.2493305828333,364380000,1,16.4527983206763,NA
"139","Mozambique",16285908.94,8713152,"Least_dev",NA,0,1.2e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MOZ",3.44091,86.0363,-5.51281,1.19406,1.49885,0.031897,1.5838,0.053054,-6.9187,97.4475,13.4487,21.5922,190562,13.565,63.3131,20.5576,52.0822,2.9e+09,8.79686,30,189534,0.144133,1.10021,3.66245,5.93172,72,8.96923,6.41947,2.22421,17,0.044254,14.7187,0.238999,0.360686,145,0,50.4,4125.85,4.20113,-0.782471,-0.819614,-0.731137,-0.613238,-0.948396,-0.364402,2.86393,2.8e+07,NA,0,"Africa",1,NA,NA,NA,47,1272.14,7.148457,NA,NA,1.27e+09,20.96397,497882,24.7095,1028.64,6.99985,3396.05,49.3136,387792,452.834,786380,0.360686,31.8275,90.769,"matched (3)",133,47,23.20817,4.579314,0.1060118,-2.244205,21.78798,NA,3.345063,-1.937019,-1.740693,17.14771,149.1598,8.130368,188.691,17.32394,33400000,33400000,17.32394,17.7879,53100000,18.04282,68500000,NA,-1.242512,-0.8505101,0.3141447,-0.6525513,44.56857,0,19,NA,NA,NA,NA,NA,NA,NA,1,16.6058108096882,15.9803441662581
"140","Myanmar",19818288.2,NA,"Least_dev",NA,0,5.8e+10,NA,NA,NA,50000,40000,13700,16.4329063907984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MMR",12.5527,92.5413,24.1858,0.931779,2.4181,0.389482,3.12552,0.317932,27.3538,65.6937,4.44265,6.637,2800000,8.187,19.0186,75.0409,48.9658,1.9e+10,2.52864,56,1900000,0.074158,0.052269,0.092411,14.6871,53,3.99716,8.51249,11.747,49,0.523946,3.1031,0.998692,2.11456,61,72.6257,37.25,NA,1.40624,-0.698611,-1.123,-1.09019,-1.01119,-1.05744,-1.02274,0.703342,5.3e+07,NA,0,"Asia",0,NA,9.525151,NA,0,1138.69,7.037635,13700000,16.43291,1.14e+09,20.85315,124236,33.2086,827876,16.4354,13125.8,47.4728,310113,978.813,653214,2.11456,78.7893,78.0568,"matched (3)",134,105,24.78371,4.185003,0.0196326,-3.930563,23.66771,NA,1.83791,-2.601557,-2.22371,17.7858,34.4397,9.482337,235.0075,16.85912,2.1e+07,13700000,16.43291,17.39435,35800000,16.09905,9811313,NA,-1.697548,0.1391605,-0.6081252,0.1396484,102.9731,0,23,13700000,16.4329063907984,5e+07,17.7275335633924,4e+07,17.5043900120782,NA,1,16.8021157158305,NA
"141","Namibia",10892923.59,15042752,"Developing",NA,0,1.3e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAM",39.4336,88.8154,12.5175,0.787381,0,1.70939,1.70939,0,9.90825,95.9326,23.2472,37.8906,444562,3.2574,47.1398,91.8887,93.3339,9.3e+08,18.425,32,443977,0.160795,0,3.40143,8.26242,33,0.622441,3.8322,11.9998,15,2.63496,4.19582,0,0.01038,27,0,23.05,4094.46,4.19458,0.320266,0.167173,0.666784,-0.09729,0.237417,0.550364,1.83602,2400000,NA,1,"Africa",0,NA,NA,NA,0,197.965,5.288089,NA,NA,1.98e+08,19.1036,388097,7.59518,585.38,0.973147,2976.79,8.76459,72158,5589.29,823290,0.01038,2.67252,28.4963,"matched (3)",135,47,23.28822,4.563646,0.0152281,-4.184616,20.6507,NA,3.744629,-1.827625,0.6073833,14.69098,171.3629,7.9986,186.2731,16.63292,16700000,16700000,16.63292,17.13598,27700000,17.55822,42200000,NA,-0.5581628,-0.5046412,0.9056547,0.0518257,46.89468,0,19,NA,NA,NA,NA,NA,NA,NA,1,16.2036239244435,16.5264068384708
"142","Nauru",85930.77,NA,"Developing",NA,0,8.1e+07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NRU",89.0245,82.878,NA,1.4981,0,0,NA,NA,NA,0.459523,NA,NA,502.891,0,20,7.87781,91.4554,NA,NA,2,502.636,0.64345,0,NA,NA,11,0,14.8204,NA,2,0,0,0,20,0,NA,NA,661.4,1.95805,-0.490458,-0.460872,0.551103,-0.798128,-0.857953,0.606166,3.20856,12591.4,NA,1,"Oceania",0,NA,NA,NA,0,25.1343,3.224235,NA,NA,25100000,17.03975,4,3.38954,0.254545,NA,43.1891,0,0,5731.46,20,20,552.381,0.081723,"matched (3)",136,4,18.20996,-0.7775663,0.3103004,-1.170215,NA,3478566,11.7172,-0.4409109,-0.9580744,9.440769,293.4401,3.765588,68.57121,7.135223,1255.417,1255.417,7.135223,7.844114,2550.676,9.130206,9229.924,NA,1.205195,-1.200787,-0.8768921,-0.8877585,2.239758,0,1,NA,NA,NA,NA,NA,NA,NA,1,11.3612972510492,NA
"143","Nepal",9176238.75,NA,"Least_dev",NA,0,1.8e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPL",23.0873,96.7888,33.0762,0.921714,0.002416,0,0.983887,0.98147,32.6152,99.7471,23.6261,23.6274,55438.8,1.1503,28.8554,82.2057,76.4845,5.7e+09,3.56063,38,21237.8,0.08906,0.005871,0.703797,34.9471,7,1.14443,4.51218,5.1897,29,0,13.2218,0,1.22624,18,99.9799,25.2,68912.4,2.70638,-0.677884,-0.904171,-0.777197,-0.771547,-0.655188,-0.292944,0.850923,2.7e+07,NA,0,"Asia",1,NA,NA,NA,67,488.533,6.191408,NA,NA,4.89e+08,20.00692,41364.2,31.0867,34201,15.1161,4894.22,25.3645,36360,655.369,143350,1.22624,188.275,87.6789,"matched (3)",137,67,23.61364,4.602638,0.0271407,-3.606719,22.46373,NA,2.103031,-2.418445,-1.682274,17.11135,65.08242,8.495811,200.617,15.94085,8375735,8375735,15.94085,16.63722,16800000,15.64459,6228147,NA,-1.465696,-0.3696734,0.0939194,0.2504897,65.50904,0,21,NA,NA,NA,NA,NA,NA,NA,1,16.0321279564154,NA
"144","Netherlands",NA,NA,"Developed_Countries",NA,1,8.7e+11,NA,NA,NA,2635173,1618802,2300000,21.5561749598815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NLD",100,NA,15.2981,0.538244,0.67138,0,0.671812,0.000431,11.8186,10.1802,20.1041,11.2725,457315,0.871071,55.4604,45.7634,49.8205,1.5e+10,2.55782,10,403022,0.230467,0,0.004738,275.286,15,0.003361,1.42718,9.94304,3,0,6.87935,0.045744,1.0622,1,0,NA,85797.9,1.20142,1.93284,1.83708,0.934541,1.92203,1.89308,1.56291,0.501368,1.7e+07,NA,3,"Europe",0,NA,14.62928,NA,0,NA,NA,2.26e+09,21.53704,NA,NA,18702.5,1.737,54293.5,30.8266,174868,11.052,3726.91,51879.4,33716.9,1.0622,496.834,4.53638,"matched (3)",138,13,27.49176,2.320445,NA,NA,23.43132,NA,6.335943,-1.467648,3.969671,16.64872,24.9784,12.07179,331.8746,20.17083,5.76e+08,2.26e+09,21.53704,21.5006,2.18e+09,21.60831,2.42e+09,NA,1.018476,1.274773,2.006642,0.4225548,17.72245,0,8,2.3e+09,21.5561749598815,2635173000,21.6922146714335,1618802000,21.2049522064483,NA,1,NA,NA
"145","New Caledonia",NA,NA,"Small_Island_dev_states",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCL",NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8314,95.9299,54.4061,5559.25,NA,10.7869,73.8839,75.0838,NA,NA,17,3843.97,NA,NA,NA,214.906,37,NA,NA,NA,9,NA,5.91864,NA,0.212851,350,NA,NA,NA,2.31721,NA,NA,NA,NA,NA,NA,1.54901,259374,NA,4,"Oceania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971.84,NA,1715.27,0.355182,3429.05,45.8972,8390,NA,18280,0.212851,14.1889,5.50577,"using only (2)",139,26,NA,2.935528,NA,NA,NA,NA,NA,NA,NA,12.46603,116.3054,8.140039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"146","New Zealand",NA,NA,"Developed_Countries",NA,1,1.6e+11,16838.2,20955.2,1.26,910121,801711.484256725,813442,20.5167851852162,NA,NA,NA,0,1,1,1,2,1,NA,NA,1,1,0,"NZL",100,98.1381,9.85668,0.575681,0.7273,0.171873,0.89917,0,4.47288,72.0642,30.4963,32.5468,553594,1.72696,42.6139,90.7244,94.9501,1.5e+10,13.953,69,447043,0.241711,0.117393,0.010854,1727.04,38,0.505027,2.32037,7.66696,9,0.359605,2.38524,0.501617,0.26702,21,0,NA,2145.61,1.30253,2.24573,1.81917,1.52826,1.99537,1.95276,1.55837,1.90289,4700000,NA,3,"Europe",0,NA,13.60903,NA,0,NA,NA,8.13e+08,20.51679,NA,NA,112207,7.29643,106550,1.91202,33247.9,38.5751,101572,33510.8,263310,0.26702,16.9539,30.1932,"matched (3)",140,78,25.78772,4.277557,NA,NA,23.39742,NA,6.233176,-1.420012,4.40973,15.36214,180.6794,10.41175,268.4952,19.95872,4.66e+08,8.13e+08,20.51679,21.03909,1.37e+09,22.45151,5.63e+09,NA,0.4415883,1.456316,0.6926104,-0.3880307,80.20248,0,22,813442000,20.5167851852162,910121000,20.6290881156688,801711484.256725,20.5022593557911,NA,1,NA,NA
"147","Nicaragua",4437334.75,NA,"Developing",NA,0,1e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NIC",46.6891,98.4635,9.80106,1.25582,0,1.10269,2.57142,1.46872,10.0386,39.5519,15.498,37.2272,57553.8,3.1978,42.3572,73.8407,87.5555,1.5e+09,2.08809,17,37651.5,0.194931,0,0.833598,42.3896,40,1.71143,3.57863,7.68085,7,1.48638,3.22692,0,2.42193,50,0,32.3333,208.231,1.67813,-0.916128,-0.754931,-0.213292,-0.530564,-0.75544,-0.658844,1.28735,6300000,"Latin America and the Carribean",1,"America",0,NA,NA,NA,0,287.823,5.662344,NA,NA,2.88e+08,19.47785,50972.6,16.4556,19902.4,13.2896,4604.53,26.4055,31776.4,1624.23,120340,2.42193,49.7368,51.7495,"matched (3)",141,24,23.02585,3.677614,0.0287823,-3.547996,21.12873,NA,4.488452,-1.63511,-1.432859,15.65606,112.7146,8.434795,194.2183,15.96084,8544882,8544882,15.96084,16.32463,12300000,15.66328,6345659,NA,-0.7958879,-0.7742313,0.126048,-0.259501,22.29643,0,11,NA,NA,NA,NA,NA,NA,NA,1,15.3055644726358,NA
"148","Niger",13100821.97,NA,"Least_dev",NA,0,6.6e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NER",1.60545,56.3721,4.91947,0.688119,1.07836,0.410707,10.7685,9.27944,14.313,0.787645,17.3171,17.3181,37658.7,12.4434,35.1887,48.5205,79.0479,2.5e+09,0.008907,13,37515.6,0.091529,0.074195,7.52507,0.521511,4,10.0467,5.57271,6.14555,13,0.675857,10.0569,1.64671,0.073563,4,100,46.7,63065.3,3.92549,-0.645697,-0.690916,-1.17437,-0.6876,-0.627747,-0.367229,3.85951,2.1e+07,NA,0,"Africa",0,NA,NA,NA,0,333.465,5.809539,NA,NA,3.33e+08,19.62505,445735,39.267,143.091,12.3931,1292.01,0.940712,11916,355.88,1300000,0.073563,14.2027,80.9647,"matched (3)",142,26,22.61034,-0.2387078,0.0505251,-2.985286,21.63956,NA,2.069501,-2.391099,-1.676255,16.86003,305.0862,7.163951,161.9794,15.33847,4585792,4585792,15.33847,15.75289,6940530,16.90222,21900000,NA,-1.248638,-1.016259,0.5222849,0.534487,24.79187,0,12,NA,NA,NA,NA,NA,NA,NA,1,16.3881855320045,NA
"149","Nigeria",8333894.3,NA,"Developing",NA,0,3.9e+11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NGA",2.94636,67.4405,9.44855,0.651503,5.70671,0.025947,6.71328,0.980624,17.5135,22.4305,11.6107,13.9297,862401,13.138,78.3453,40.8297,80.7767,9.4e+10,0.335302,21,648162,0.123705,0.000394,0.055033,7.67823,74,1.22418,4.75043,6.48372,31,0.035598,5.14716,10.8681,7.16676,205,75.1845,46,7655.31,4.59535,-1.10015,-1.05346,-2.02499,-0.870765,-0.956114,-0.405788,2.62687,1.9e+08,NA,1,"Africa",0,NA,NA,NA,0,1785.45,7.487428,NA,NA,1.79e+09,21.30294,713545,22.7188,214238,37.91,94107,9.47704,86314,2219.43,910770,7.16676,184.462,86.8806,"matched (3)",143,52,26.68941,3.110422,0.0045781,-5.386474,25.26656,NA,3.301614,-2.089856,-2.644061,19.06253,212.1899,11.45219,305.6522,18.3944,97400000,97400000,18.3944,18.83635,1.52e+08,19.33879,2.5e+08,NA,-0.2113314,-1.562655,1.365595,1.288938,52.88055,0,20,NA,NA,NA,NA,NA,NA,NA,1,15.9358414078987,NA
"150","Niue",1649053.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3157117538447,NA
"151","North Macedonia",NA,NA,NA,NA,0,9.8e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MKD",60.2564,91.2356,5.56677,2.28703,0.222694,1.41981,1.64251,0,6.22766,22.8497,9.65368,9.65271,1444.45,3.32502,46.5613,44.9046,69.4513,9.1e+08,4.64759,13,248.818,0.403319,0.497525,0.304579,64.8576,13,0.145029,2.93309,7.99217,6,2.68247,8.81752,0,1.45865,4,34.3221,23.9875,1024.46,0.141649,-0.195646,-0.00967,-0.356698,0.329083,-0.271504,0.007276,0.084235,2100000,NA,NA,"Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11752.7,9.60872,1195.64,16.6067,8984.15,39.374,9938.18,4602.52,25237.7,1.45865,82.1772,19.5277,"using only (2)",144,19,23.00602,3.128936,NA,NA,20.63026,NA,9.278757,-0.9080284,-0.1794413,14.54496,5.850206,9.103217,209.4288,16.20381,10900000,10900000,16.20381,16.51532,14900000,15.45842,5170189,NA,0.5818332,-0.2910728,-0.2230432,-1.026129,18.04159,0,8,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"152","Northern Mariana Islands",NA,NA,"Small_Island_dev_states",NA,0,9.1e+08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MNP",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,33.2266,7.63963,534.465,0,6.52174,0,0,NA,NA,17,508.545,NA,NA,NA,NA,14,0,1.24824,NA,3,0,0,NA,2.17391,6,0,NA,NA,0.135658,NA,NA,NA,NA,NA,NA,0.046117,55208.8,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,25.9191,2.17391,NA,65.5553,301.555,NA,460,2.17391,120.019,0,"using only (2)",145,20,20.63288,NA,NA,NA,NA,NA,NA,NA,NA,10.91888,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"153","Norway",NA,NA,"Developed_Countries",NA,1,4.5e+11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOR",100,99.4497,20.371,0.304642,6.80764,0.005164,6.8128,0,21.2596,97.7674,5.028,17.061,3600000,8.73576,2.75001,11.9658,43.6562,6.7e+09,31.1679,11,2500000,0.173861,0.014001,0.006796,197.504,23,0.038006,1.39681,9.95922,8,0.035141,7.47987,6.1919,0.011015,10,0,NA,45754.2,1.51159,2.19853,1.88653,1.16116,1.70463,2.01249,1.69221,0.903421,5200000,NA,3,"Europe",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,10043.1,1.45018,1100000,2.25886,51262.6,33.1435,121040,91333.9,365188,0.011015,13.7041,57.3638,"matched (3)",146,19,26.83251,4.582591,NA,NA,22.62537,NA,4.665128,-1.749499,4.166376,15.46417,39.43993,10.84472,290.991,19.48855,2.91e+08,2.91e+08,19.48855,19.61424,3.3e+08,20.93422,1.23e+09,NA,0.1261436,2.356322,-0.2528185,0.7106931,21.94034,0,11,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"154","Oman",28180.77,NA,"Developing",NA,0,6.3e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OMN",93.7618,97.8422,-7.08698,2.41598,28.7073,0.03086,28.74,0.001836,19.4395,0,1.01831,2.57182,189052,37.4296,4.6564,3.51773,57.3596,1e+09,0,13,188888,0.37311,0,NA,590.219,36,0.001813,4.24675,6.85246,10,0.059246,14.2475,34.2597,0.113476,6,97.7321,NA,139.462,6.22281,0.282429,0.183734,0.73742,0.521636,0.43359,-1.05882,4.98087,4500000,NA,1,"Asia",0,NA,NA,NA,0,11.1839,2.414477,NA,NA,11200000,16.22999,14411.5,1.52369,164.527,0.120244,50029.3,0.006462,20,16981.3,309500,0.113476,11.6042,0,"matched (3)",147,23,24.8664,NA,0.0001775,-8.636413,20.72327,NA,9.277903,-0.985882,1.003151,15.31959,285.7007,10.82036,269.0635,16.0687,9518016,9518016,16.0687,16.41868,13500000,22.31202,4.9e+09,NA,1.534816,-0.2513971,-1.916685,2.831243,25.19798,0,12,NA,NA,NA,NA,NA,NA,NA,1,10.2463951094229,NA
"155","Pakistan",14396313.87,NA,"Developing",NA,0,2e+11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PAK",36.8873,72.4211,11.6399,1.96035,1.30072,0.025569,1.52043,0.194137,14.2784,31.0624,9.79494,12.3131,611118,2.01403,46.6476,62.4658,73.9438,4.4e+10,3.52955,33,469837,0.220119,0.069539,1.05534,131.289,46,0.211331,4.14348,8.61079,25,0.063029,12.4866,0.74961,1.0728,12,99.6786,34.2,1600000,2.74267,-0.817814,-0.661467,-2.4081,-0.637448,-0.74566,-0.726928,2.07902,2e+08,NA,1,"Asia",0,NA,NA,NA,0,1758.49,7.472208,NA,NA,1.76e+09,21.28772,359597,23.1864,141281,39.0887,160039,2.13263,16440,1090.07,770880,1.0728,243.357,46.2413,"matched (3)",148,58,26.02158,3.435998,0.0087924,-4.733864,24.50746,NA,5.727845,-1.513587,-2.27564,19.11383,153.7307,11.98317,311.8211,17.24603,30900000,30900000,17.24603,17.79919,53700000,16.79732,19700000,NA,0.1945002,-0.7015595,1.013755,0.5512626,59.05796,0,21,NA,NA,NA,NA,NA,NA,NA,1,16.4824827505274,NA
"156","Palau",5118125.14,NA,"Developing",NA,0,2e+08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PLW",83.39,99.2612,NA,3.15557,NA,0,NA,NA,-1.56134,0,82.9416,27.9801,988.028,0,10.8696,0,0,7200000,NA,6,963.656,0.993125,NA,NA,NA,21,0,0.915453,NA,4,0,0,NA,4.34783,5,NA,24.9,2.66667,0.128985,-0.490458,-0.349618,0.919311,-0.482592,0.286916,1.18951,0.339039,17746.2,NA,1,"Oceania",0,NA,NA,NA,0,34.0042,3.526483,NA,NA,3.4e+07,17.34199,50,3.58921,24.372,2.17391,255.468,87.6087,403,10846.5,460,4.34783,39.3585,0,"matched (3)",149,10,19.11383,NA,0.1700208,-1.771834,15.78959,NA,18.98242,-0.0068987,-0.064204,9.783927,0,5.543096,105.9498,8.179762,3568.005,3568.005,8.179762,8.875813,7156.759,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,15.4482987463604,NA
